Opera mauve,b784a7,183,132,167,318.8,26.20%,61.80%
Orange,ffa500,255,165,0,38.8,100%,50%
Orange Yellow,f8d568,248,213,104,45.4,91.10%,69%
Orange peel,ff9f00,255,159,0,37.4,100%,50%
Orange red,ff4500,255,69,0,16.2,100%,50%
Orchid,da70d6,218,112,214,302.3,58.90%,64.70%
Otter brown,654321,101,67,33,30,50.70%,26.30%
Outer Space,414a4c,65,74,76,190.9,7.80%,27.60%
Outrageous Orange,ff6e4a,255,110,74,11.9,100%,64.50%
Oxford Blue,2147,0,33,71,212.1,100%,13.90%
Pacific Blue,1ca9c9,28,169,201,191.1,75.50%,44.90%
Pakistan green,006600,0,102,0,120,100%,20%
Palatinate blue,273be2,39,59,226,233.6,76.30%,52%
Palatinate purple,682860,104,40,96,307.5,44.40%,28.20%
Pale aqua,bcd4e6,188,212,230,205.7,45.70%,82%
Pale blue,afeeee,175,238,238,180,64.90%,81%
Pale brown,987654,152,118,84,30,28.80%,46.30%
Pale carmine,af4035,175,64,53,5.4,53.50%,44.70%
Pale cerulean,9bc4e2,155,196,226,205.4,55%,74.70%
Pale chestnut,ddadaf,221,173,175,357.5,41.40%,77.30%
Pale copper,da8a67,218,138,103,18.3,60.80%,62.90%
Pale cornflower blue,abcdef,171,205,239,210,68%,80.40%
Pale gold,e6be8a,230,190,138,33.9,64.80%,72.20%
Pale goldenrod,eee8aa,238,232,170,54.7,66.70%,80%
Pale green,98fb98,152,251,152,120,92.50%,79%
Pale lavender,dcd0ff,220,208,255,255.3,100%,90.80%
Pale magenta,f984e5,249,132,229,310.3,90.70%,74.70%
Pale pink,fadadd,250,218,221,354.4,76.20%,91.80%
Pale plum,dda0dd,221,160,221,300,47.30%,74.70%
Pale red violet,db7093,219,112,147,340.4,59.80%,64.90%
Pale robin egg blue,96ded1,150,222,209,169.2,52.20%,72.90%
Pale silver,c9c0bb,201,192,187,21.4,11.50%,76.10%
Pale spring bud,ecebbd,236,235,189,58.7,55.30%,83.30%
Pale taupe,bc987e,188,152,126,25.2,31.60%,61.60%
Pale violet red,db7093,219,112,147,340.4,59.80%,64.90%
Pansy purple,78184a,120,24,74,328.8,66.70%,28.20%
Papaya whip,ffefd5,255,239,213,37.1,100%,91.80%
Paris Green,50c878,80,200,120,140,52.20%,54.90%
Pastel blue,aec6cf,174,198,207,196.4,25.60%,74.70%
Pastel brown,836953,131,105,83,27.5,22.40%,42%
Pastel gray,cfcfc4,207,207,196,60,10.30%,79%
Pastel green,77dd77,119,221,119,120,60%,66.70%
Pastel magenta,f49ac2,244,154,194,333.3,80.40%,78%
Pastel orange,ffb347,255,179,71,35.2,100%,63.90%
Pastel pink,ffd1dc,255,209,220,345.7,100%,91%
Pastel purple,b39eb5,179,158,181,294.8,13.50%,66.50%
Pastel red,ff6961,255,105,97,3,100%,69%
Pastel violet,cb99c9,203,153,201,302.4,32.50%,69.80%
Pastel yellow,fdfd96,253,253,150,60,96.30%,79%
Patriarch,800080,128,0,128,300,100%,25.10%
Payne grey,536878,83,104,120,205.9,18.20%,39.80%
Peach,ffe5b4,255,229,180,39.2,100%,85.30%
Peach puff,ffdab9,255,218,185,28.3,100%,86.30%
Peach yellow,fadfad,250,223,173,39,88.50%,82.90%
Pear,d1e231,209,226,49,65.8,75.30%,53.90%
Pearl,eae0c8,234,224,200,42.4,44.70%,85.10%
Pearl Aqua,88d8c0,136,216,192,162,50.60%,69%
Peridot,e6e200,230,226,0,59,100%,45.10%
Periwinkle,ccccff,204,204,255,240,100%,90%
Persian blue,1c39bb,28,57,187,229.1,74%,42.20%
Persian indigo,32127a,50,18,122,258.5,74.30%,27.50%
Persian orange,d99058,217,144,88,26,62.90%,59.80%
Persian pink,f77fbe,247,127,190,328.5,88.20%,73.30%
Persian plum,701c1c,112,28,28,0,60%,27.50%
Persian red,cc3333,204,51,51,0,60%,50%
Persian rose,fe28a2,254,40,162,325.8,99.10%,57.60%
Phlox,df00ff,223,0,255,292.5,100%,50%
Phthalo blue,000f89,0,15,137,233.4,100%,26.90%
Phthalo green,123524,18,53,36,150.9,49.30%,13.90%
Piggy pink,fddde6,253,221,230,343.1,88.90%,92.90%
Pine green,01796f,1,121,111,175,98.40%,23.90%
Pink,ffc0cb,255,192,203,349.5,100%,87.60%
Pink Flamingo,fc74fd,252,116,253,299.6,97.20%,72.40%
Pink Sherbet,f78fa7,247,143,167,346.2,86.70%,76.50%
Pink pearl,e7accf,231,172,207,324.4,55.10%,79%
Pistachio,93c572,147,197,114,96.1,41.70%,61%
Platinum,e5e4e2,229,228,226,40,5.50%,89.20%
Plum,dda0dd,221,160,221,300,47.30%,74.70%
Portland Orange,ff5a36,255,90,54,10.7,100%,60.60%
Powder blue,b0e0e6,176,224,230,186.7,51.90%,79.60%
Princeton orange,ff8f00,255,143,0,33.6,100%,50%
Prussian blue,3153,0,49,83,204.6,100%,16.30%
Psychedelic purple,df00ff,223,0,255,292.5,100%,50%
Puce,cc8899,204,136,153,345,40%,66.70%
Pumpkin,ff7518,255,117,24,24.2,100%,54.70%
Purple,800080,128,0,128,300,100%,25.10%
Purple Heart,69359c,105,53,156,270.3,49.30%,41%
Purple mountain majesty,9678b6,150,120,182,269,29.80%,59.20%
Purple pizzazz,fe4eda,254,78,218,312.3,98.90%,65.10%
Purple taupe,50404d,80,64,77,311.3,11.10%,28.20%
Rackley,5d8aa8,93,138,168,204,30.10%,51.20%
Radical Red,ff355e,255,53,94,347.8,100%,60.40%
Raspberry,e30b5d,227,11,93,337.2,90.80%,46.70%
Raspberry glace,915f6d,145,95,109,343.2,20.80%,47.10%
Raspberry pink,e25098,226,80,152,330.4,71.60%,60%
Raspberry rose,b3446c,179,68,108,338.4,44.90%,48.40%
Raw Sienna,d68a59,214,138,89,23.5,60.40%,59.40%
Razzle dazzle rose,ff33cc,255,51,204,315,100%,60%
Razzmatazz,e3256b,227,37,107,337.9,77.20%,51.80%
Red,ff0000,255,0,0,0,100%,50%
Red Orange,ff5349,255,83,73,3.3,100%,64.30%
Red brown,a52a2a,165,42,42,0,59.40%,40.60%
Red violet,c71585,199,21,133,322.2,80.90%,43.10%
Rich black,4040,0,64,64,180,100%,12.50%
Rich carmine,d70040,215,0,64,342.1,100%,42.20%
Rich electric blue,0892d0,8,146,208,198.6,92.60%,42.40%
Rich lilac,b666d2,182,102,210,284.4,54.50%,61.20%
Rich maroon,b03060,176,48,96,337.5,57.10%,43.90%
Rifle green,414833,65,72,51,80,17.10%,24.10%
Robins Egg Blue,1fcecb,31,206,203,179,73.80%,46.50%
Rose,ff007f,255,0,127,330.1,100%,50%
Rose bonbon,f9429e,249,66,158,329.8,93.80%,61.80%
Rose ebony,674846,103,72,70,3.6,19.10%,33.90%
Rose gold,b76e79,183,110,121,351,33.60%,57.50%
Rose madder,e32636,227,38,54,354.9,77.10%,52%
Rose pink,ff66cc,255,102,204,320,100%,70%
Rose quartz,aa98a9,170,152,169,303.3,9.60%,63.10%
Rose taupe,905d5d,144,93,93,0,21.50%,46.50%
Rose vale,ab4e52,171,78,82,357.4,37.30%,48.80%
Rosewood,65000b,101,0,11,353.5,100%,19.80%
Rosso corsa,d40000,212,0,0,0,100%,41.60%
Rosy brown,bc8f8f,188,143,143,0,25.10%,64.90%
Royal azure,0038a8,0,56,168,220,100%,32.90%
Royal blue,41690,65,105,225,225,72.70%,56.90%
Royal fuchsia,ca2c92,202,44,146,321.3,64.20%,48.20%
Royal purple,7851a9,120,81,169,266.6,35.20%,49%
Ruby,e0115f,224,17,95,337.4,85.90%,47.30%
Ruddy,ff0028,255,0,40,350.6,100%,50%
Ruddy brown,bb6528,187,101,40,24.9,64.80%,44.50%
Ruddy pink,e18e96,225,142,150,354.2,58%,72%
Rufous,a81c07,168,28,7,7.8,92%,34.30%
Russet,80461b,128,70,27,25.5,65.20%,30.40%
Rust,b7410e,183,65,14,18.1,85.80%,38.60%
Sacramento State green,00563f,0,86,63,164,100%,16.90%
Saddle brown,8b4513,139,69,19,25,75.90%,31%
Safety orange,ff6700,255,103,0,24.2,100%,50%
Saffron,f4c430,244,196,48,45.3,89.90%,57.30%
Saint Patrick Blue,23297a,35,41,122,235.9,55.40%,30.80%
Salmon,ff8c69,255,140,105,14,100%,70.60%
Salmon pink,ff91a4,255,145,164,349.6,100%,78.40%
Sand,c2b280,194,178,128,45.5,35.10%,63.10%
Sand dune,967117,150,113,23,42.5,73.40%,33.90%
Sandstorm,ecd540,236,213,64,52,81.90%,58.80%
Sandy brown,f4a460,244,164,96,27.6,87.10%,66.70%
Sandy taupe,967117,150,113,23,42.5,73.40%,33.90%
Sap green,507d2a,80,125,42,92.5,49.70%,32.70%
Sapphire,0f52ba,15,82,186,216.5,85.10%,39.40%
Satin sheen gold,cba135,203,161,53,43.2,59.10%,50.20%
Scarlet,ff2400,255,36,0,8.5,100%,50%
School bus yellow,ffd800,255,216,0,50.8,100%,50%
Screamin Green,76ff7a,118,255,122,121.8,100%,73.10%
Sea blue,006994,0,105,148,197.4,100%,29%
Sea green,2e8b57,46,139,87,146.5,50.30%,36.30%
Seal brown,321414,50,20,20,0,42.90%,13.70%
Seashell,fff5ee,255,245,238,24.7,100%,96.70%
Selective yellow,ffba00,255,186,0,43.8,100%,50%
Sepia,704214,112,66,20,30,69.70%,25.90%
Shadow,8a795d,138,121,93,37.3,19.50%,45.30%
Shamrock,45cea2,69,206,162,160.7,58.30%,53.90%
Shamrock green,9E+60,0,158,96,156.5,100%,31%
Shocking pink,fc0fc0,252,15,192,315.2,97.50%,52.40%
Sienna,882d17,136,45,23,11.7,71.10%,31.20%
Silver,c0c0c0,192,192,192,0,0%,75.30%
Sinopia,cb410b,203,65,11,16.9,89.70%,42%
Skobeloff,007474,0,116,116,180,100%,22.70%
Sky blue,87ceeb,135,206,235,197.4,71.40%,72.50%
Sky magenta,cf71af,207,113,175,320.4,49.50%,62.70%
Slate blue,6a5acd,106,90,205,248.3,53.50%,57.80%
Slate gray,708090,112,128,144,210,12.60%,50.20%
Smalt,003399,0,51,153,220,100%,30%
Smokey topaz,933d41,147,61,65,357.2,41.30%,40.80%
Smoky black,100c08,16,12,8,30,33.30%,4.70%
Snow,fffafa,255,250,250,0,100%,99%
Spiro Disco Ball,0fc0fc,15,192,252,195.2,97.50%,52.40%
Spring bud,a7fc00,167,252,0,80.2,100%,49.40%
Spring green,00ff7f,0,255,127,149.9,100%,50%
Steel blue,4682b4,70,130,180,207.3,44%,49%
Stil de grain yellow,fada5e,250,218,94,47.7,94%,67.50%
Stizza,990000,153,0,0,0,100%,30%
Stormcloud,008080,0,128,128,180,100%,25.10%
Straw,e4d96f,228,217,111,54.4,68.40%,66.50%
Sunglow,ffcc33,255,204,51,45,100%,60%
Sunset,fad6a5,250,214,165,34.6,89.50%,81.40%
Sunset Orange,fd5e53,253,94,83,3.9,97.70%,65.90%
Tan,d2b48c,210,180,140,34.3,43.80%,68.60%
Tangelo,f94d00,249,77,0,18.6,100%,48.80%
Tangerine,f28500,242,133,0,33,100%,47.50%
Tangerine yellow,ffcc00,255,204,0,48,100%,50%
Taupe,483c32,72,60,50,27.3,18%,23.90%
Taupe gray,8b8589,139,133,137,320,2.50%,53.30%
Tawny,cd5700,205,87,0,25.5,100%,40.20%
Tea green,d0f0c0,208,240,192,100,61.50%,84.70%
Tea rose,f4c2c2,244,194,194,0,69.40%,85.90%
Teal,008080,0,128,128,180,100%,25.10%
Teal blue,367588,54,117,136,193.9,43.20%,37.30%
Teal green,006d5b,0,109,91,170.1,100%,21.40%
Terra cotta,e2725b,226,114,91,10.2,69.90%,62.20%
Thistle,d8bfd8,216,191,216,300,24.30%,79.80%
Thulian pink,de6fa1,222,111,161,333,62.70%,65.30%
Tickle Me Pink,fc89ac,252,137,172,341.7,95%,76.30%
Tiffany Blue,0abab5,10,186,181,178.3,89.80%,38.40%
Tiger eye,e08d3c,224,141,60,29.6,72.60%,55.70%
Timberwolf,dbd7d2,219,215,210,33.3,11.10%,84.10%
Titanium yellow,eee600,238,230,0,58,100%,46.70%
Tomato,ff6347,255,99,71,9.1,100%,63.90%
Toolbox,746cc0,116,108,192,245.7,40%,58.80%
Topaz,ffc87c,255,200,124,34.8,100%,74.30%
Tractor red,fd0e35,253,14,53,350.2,98.40%,52.40%
Trolley Grey,808080,128,128,128,0,0%,50.20%
Tropical rain forest,00755e,0,117,94,168.2,100%,22.90%
True Blue,0073cf,0,115,207,206.7,100%,40.60%
Tufts Blue,417dc1,65,125,193,211.9,50.80%,50.60%
Tumbleweed,deaa88,222,170,136,23.7,56.60%,70.20%
Turkish rose,b57281,181,114,129,346.6,31.20%,57.80%
Turquoise,30d5c8,48,213,200,175.3,66.30%,51.20%
Turquoise blue,00ffef,0,255,239,176.2,100%,50%
Turquoise green,a0d6b4,160,214,180,142.2,39.70%,73.30%
Tuscan red,66424d,102,66,77,341.7,21.40%,32.90%
Twilight lavender,8a496b,138,73,107,328.6,30.80%,41.40%
Tyrian purple,66023c,102,2,60,325.2,96.20%,20.40%
UA blue,0033aa,0,51,170,222,100%,33.30%
UA red,d9004c,217,0,76,339,100%,42.50%
UCLA Blue,536895,83,104,149,220.9,28.40%,45.50%
UCLA Gold,ffb300,255,179,0,42.1,100%,50%
UFO Green,3cd070,60,208,112,141.1,61.20%,52.50%
UP Forest green,014421,1,68,33,148.7,97.10%,13.50%
UP Maroon,7b1113,123,17,19,358.9,75.70%,27.50%
USC Cardinal,990000,153,0,0,0,100%,30%
USC Gold,ffcc00,255,204,0,48,100%,50%
Ube,8878c3,136,120,195,252.8,38.50%,61.80%
Ultra pink,ff6fff,255,111,255,300,100%,71.80%
Ultramarine,120a8f,18,10,143,243.6,86.90%,30%
Ultramarine blue,4166f5,65,102,245,227.7,90%,60.80%
Umber,635147,99,81,71,21.4,16.50%,33.30%
United Nations blue,5b92e5,91,146,229,216.1,72.60%,62.70%
University of California Gold,b78727,183,135,39,40,64.90%,43.50%
Unmellow Yellow,ffff66,255,255,102,60,100%,70%
Upsdell red,ae2029,174,32,41,356.2,68.90%,40.40%
Urobilin,e1ad21,225,173,33,43.8,76.20%,50.60%
Utah Crimson,d3003f,211,0,63,342.1,100%,41.40%
Vanilla,f3e5ab,243,229,171,48.3,75%,81.20%
Vegas gold,c5b358,197,179,88,50.1,48.40%,55.90%
Venetian red,c80815,200,8,21,355.9,92.30%,40.80%
Verdigris,43b3ae,67,179,174,177.3,45.50%,48.20%
Vermilion,e34234,227,66,52,4.8,75.80%,54.70%
Veronica,a020f0,160,32,240,276.9,87.40%,53.30%
Violet,ee82ee,238,130,238,300,76.10%,72.20%
Violet Blue,324ab2,50,74,178,228.8,56.10%,44.70%
Violet Red,f75394,247,83,148,336.2,91.10%,64.70%
Viridian,40826d,64,130,109,160.9,34%,38%
Vivid auburn,922724,146,39,36,1.6,60.40%,35.70%
Vivid burgundy,9f1d35,159,29,53,348.9,69.10%,36.90%
Vivid cerise,da1d81,218,29,129,328.3,76.50%,48.40%
Vivid tangerine,ffa089,255,160,137,11.7,100%,76.90%
Vivid violet,9f00ff,159,0,255,277.4,100%,50%
Warm black,4242,0,66,66,180,100%,12.90%
Waterspout,00ffff,0,255,255,180,100%,50%
Wenge,645452,100,84,82,6.7,9.90%,35.70%
Wheat,f5deb3,245,222,179,39.1,76.70%,83.10%
White,ffffff,255,255,255,0,0%,100%
White smoke,f5f5f5,245,245,245,0,0%,96.10%
Wild Strawberry,ff43a4,255,67,164,329,100%,63.10%
Wild Watermelon,fc6c85,252,108,133,349.6,96%,70.60%
Wild blue yonder,a2add0,162,173,208,225.7,32.90%,72.50%
Wine,722f37,114,47,55,352.8,41.60%,31.60%
Wisteria,c9a0dc,201,160,220,281,46.20%,74.50%
Xanadu,738678,115,134,120,135.8,7.60%,48.80%
Yale Blue,0f4d92,15,77,146,211.6,81.40%,31.60%
Yellow,ffff00,255,255,0,60,100%,50%
Yellow Orange,ffae42,255,174,66,34.3,100%,62.90%
Yellow green,9acd32,154,205,50,79.7,60.80%,50%
Zaffre,0014a8,0,20,168,232.9,100%,32.90%
Zinnwaldite brown,2c1608,44,22,8,23.3,69.20%,10.20%
