Electric cyan,00ffff,0,255,255,180,100%,50%
Electric green,00ff00,0,255,0,120,100%,50%
Electric indigo,6f00ff,111,0,255,266.1,100%,50%
Electric lavender,f4bbff,244,187,255,290.3,100%,86.70%
Electric lime,ccff00,204,255,0,72,100%,50%
Electric purple,bf00ff,191,0,255,284.9,100%,50%
Electric ultramarine,3f00ff,63,0,255,254.8,100%,50%
Electric violet,8f00ff,143,0,255,273.6,100%,50%
Electric yellow,ffff00,255,255,0,60,100%,50%
Emerald,50c878,80,200,120,140,52.20%,54.90%
Eton blue,96c8a2,150,200,162,134.4,31.30%,68.60%
Fallow,c19a6b,193,154,107,32.8,41%,58.80%
Falu red,801818,128,24,24,0,68.40%,29.80%
Famous,ff00ff,255,0,255,300,100%,50%
Fandango,b53389,181,51,137,320.3,56%,45.50%
Fashion fuchsia,f400a1,244,0,161,320.4,100%,47.80%
Fawn,e5aa70,229,170,112,29.7,69.20%,66.90%
Feldgrau,4d5d53,77,93,83,142.5,9.40%,33.30%
Fern,71bc78,113,188,120,125.6,35.90%,59%
Fern green,4f7942,79,121,66,105.8,29.40%,36.70%
Ferrari Red,ff2800,255,40,0,9.4,100%,50%
Field drab,6c541e,108,84,30,41.5,56.50%,27.10%
Fire engine red,ce2029,206,32,41,356.9,73.10%,46.70%
Firebrick,b22222,178,34,34,0,67.90%,41.60%
Flame,e25822,226,88,34,16.9,76.80%,51%
Flamingo pink,fc8eac,252,142,172,343.6,94.80%,77.30%
Flavescent,f7e98e,247,233,142,52,86.80%,76.30%
Flax,eedc82,238,220,130,50,76.10%,72.20%
Floral white,fffaf0,255,250,240,40,100%,97.10%
Fluorescent orange,ffbf00,255,191,0,44.9,100%,50%
Fluorescent pink,ff1493,255,20,147,327.6,100%,53.90%
Fluorescent yellow,ccff00,204,255,0,72,100%,50%
Folly,ff004f,255,0,79,341.4,100%,50%
Forest green,228b22,34,139,34,120,60.70%,33.90%
French beige,a67b5b,166,123,91,25.6,29.60%,50.40%
French blue,0072bb,0,114,187,203.4,100%,36.70%
French lilac,86608e,134,96,142,289.6,19.30%,46.70%
French rose,f64a8a,246,74,138,337.7,90.50%,62.70%
Fuchsia,ff00ff,255,0,255,300,100%,50%
Fuchsia pink,ff77ff,255,119,255,300,100%,73.30%
Fulvous,e48400,228,132,0,34.7,100%,44.70%
Fuzzy Wuzzy,cc6666,204,102,102,0,50%,60%
Gainsboro,dcdcdc,220,220,220,0,0%,86.30%
Gamboge,e49b0f,228,155,15,39.4,87.70%,47.60%
Ghost white,f8f8ff,248,248,255,240,100%,98.60%
Ginger,b06500,176,101,0,34.4,100%,34.50%
Glaucous,6082b6,96,130,182,216.3,37.10%,54.50%
Glitter,e6e8fa,230,232,250,234,66.70%,94.10%
Gold,ffd700,255,215,0,50.6,100%,50%
Golden brown,996515,153,101,21,36.4,75.90%,34.10%
Golden poppy,fcc200,252,194,0,46.2,100%,49.40%
Golden yellow,ffdf00,255,223,0,52.5,100%,50%
Goldenrod,daa520,218,165,32,42.9,74.40%,49%
Granny Smith Apple,a8e4a0,168,228,160,112.9,55.70%,76.10%
Gray,808080,128,128,128,0,0%,50.20%
Gray asparagus,465945,70,89,69,117,12.70%,31%
Green,00ff00,0,255,0,120,100%,50%
Green Blue,1164b4,17,100,180,209.4,82.70%,38.60%
Green yellow,adff2f,173,255,47,83.7,100%,59.20%
Grullo,a99a86,169,154,134,34.3,16.90%,59.40%
Guppie green,00ff7f,0,255,127,149.9,100%,50%
Halaya ube,663854,102,56,84,323.5,29.10%,31%
Han blue,446ccf,68,108,207,222.7,59.10%,53.90%
Han purple,5218fa,82,24,250,255.4,95.80%,53.70%
Hansa yellow,e9d66b,233,214,107,51,74.10%,66.70%
Harlequin,3fff00,63,255,0,105.2,100%,50%
Harvard crimson,c90016,201,0,22,353.4,100%,39.40%
Harvest Gold,da9100,218,145,0,39.9,100%,42.70%
Heart Gold,808000,128,128,0,60,100%,25.10%
Heliotrope,df73ff,223,115,255,286.3,100%,72.50%
Hollywood cerise,f400a1,244,0,161,320.4,100%,47.80%
Honeydew,f0fff0,240,255,240,120,100%,97.10%
Hooker green,49796b,73,121,107,162.5,24.70%,38%
Hot magenta,ff1dce,255,29,206,313,100%,55.70%
Hot pink,ff69b4,255,105,180,330,100%,70.60%
Hunter green,355e3b,53,94,59,128.8,27.90%,28.80%
Icterine,fcf75e,252,247,94,58.1,96.30%,67.80%
Inchworm,b2ec5d,178,236,93,84.3,79%,64.50%
India green,138808,19,136,8,114.8,88.90%,28.20%
Indian red,cd5c5c,205,92,92,0,53.10%,58.20%
Indian yellow,e3a857,227,168,87,34.7,71.40%,61.60%
Indigo,4b0082,75,0,130,274.6,100%,25.50%
International Klein Blue,002fa7,0,47,167,223.1,100%,32.70%
International orange,ff4f00,255,79,0,18.6,100%,50%
Iris,5a4fcf,90,79,207,245.2,57.10%,56.10%
Isabelline,f4f0ec,244,240,236,30,26.70%,94.10%
Islamic green,009000,0,144,0,120,100%,28.20%
Ivory,fffff0,255,255,240,60,100%,97.10%
Jade,00a86b,0,168,107,158.2,100%,32.90%
Jasmine,f8de7e,248,222,126,47.2,89.70%,73.30%
Jasper,d73b3e,215,59,62,358.8,66.10%,53.70%
Jazzberry jam,a50b5e,165,11,94,327.7,87.50%,34.50%
Jonquil,fada5e,250,218,94,47.7,94%,67.50%
June bud,bdda57,189,218,87,73.3,63.90%,59.80%
Jungle green,29ab87,41,171,135,163.4,61.30%,41.60%
KU Crimson,e8000d,232,0,13,356.6,100%,45.50%
Kelly green,4cbb17,76,187,23,100.6,78.10%,41.20%
Khaki,c3b091,195,176,145,37.2,29.40%,66.70%
La Salle Green,87830,8,120,48,141.4,87.50%,25.10%
Languid lavender,d6cadd,214,202,221,277.9,21.80%,82.90%
Lapis lazuli,26619c,38,97,156,210,60.80%,38%
Laser Lemon,fefe22,254,254,34,60,99.10%,56.50%
Laurel green,a9ba9d,169,186,157,95.2,17.40%,67.30%
Lava,cf1020,207,16,32,355,85.70%,43.70%
Lavender,e6e6fa,230,230,250,240,66.70%,94.10%
Lavender blue,ccccff,204,204,255,240,100%,90%
Lavender blush,fff0f5,255,240,245,340,100%,97.10%
Lavender gray,c4c3d0,196,195,208,244.6,12.10%,79%
Lavender indigo,9457eb,148,87,235,264.7,78.70%,63.10%
Lavender magenta,ee82ee,238,130,238,300,76.10%,72.20%
Lavender mist,e6e6fa,230,230,250,240,66.70%,94.10%
Lavender pink,fbaed2,251,174,210,331.9,90.60%,83.30%
Lavender purple,967bb6,150,123,182,267.5,28.80%,59.80%
Lavender rose,fba0e3,251,160,227,315.8,91.90%,80.60%
Lawn green,7cfc00,124,252,0,90.5,100%,49.40%
Lemon,fff700,255,247,0,58.1,100%,50%
Lemon Yellow,fff44f,255,244,79,56.3,100%,65.50%
Lemon chiffon,fffacd,255,250,205,54,100%,90.20%
Lemon lime,bfff00,191,255,0,75.1,100%,50%
Light Crimson,f56991,245,105,145,342.9,87.50%,68.60%
Light Thulian pink,e68fac,230,143,172,340,63.50%,73.10%
Light apricot,fdd5b1,253,213,177,28.4,95%,84.30%
Light blue,add8e6,173,216,230,194.7,53.30%,79%
Light brown,b5651d,181,101,29,28.4,72.40%,41.20%
Light carmine pink,e66771,230,103,113,355.3,71.80%,65.30%
Light coral,f08080,240,128,128,0,78.90%,72.20%
Light cornflower blue,93ccea,147,204,234,200.7,67.40%,74.70%
Light cyan,e0ffff,224,255,255,180,100%,93.90%
Light fuchsia pink,f984ef,249,132,239,305.1,90.70%,74.70%
Light goldenrod yellow,fafad2,250,250,210,60,80%,90.20%
Light gray,d3d3d3,211,211,211,0,0%,82.70%
Light green,90ee90,144,238,144,120,73.40%,74.90%
Light khaki,f0e68c,240,230,140,54,76.90%,74.50%
Light pastel purple,b19cd9,177,156,217,260.7,44.50%,73.10%
Light pink,ffb6c1,255,182,193,351,100%,85.70%
Light salmon,ffa07a,255,160,122,17.1,100%,73.90%
Light salmon pink,ff9999,255,153,153,0,100%,80%
Light sea green,20b2aa,32,178,170,176.7,69.50%,41.20%
Light sky blue,87cefa,135,206,250,203,92%,75.50%
Light slate gray,778899,119,136,153,210,14.30%,53.30%
Light taupe,b38b6d,179,139,109,25.7,31.50%,56.50%
Light yellow,ffffed,255,255,237,60,100%,96.50%
Lilac,c8a2c8,200,162,200,300,25.70%,71%
Lime,bfff00,191,255,0,75.1,100%,50%
Lime green,32cd32,50,205,50,120,60.80%,50%
Lincoln green,195905,25,89,5,105.7,89.40%,18.40%
Linen,faf0e6,250,240,230,30,66.70%,94.10%
Lion,c19a6b,193,154,107,32.8,41%,58.80%
Liver,534b4f,83,75,79,330,5.10%,31%
Lust,e62020,230,32,32,0,79.80%,51.40%
MSU Green,18453b,24,69,59,166.7,48.40%,18.20%
Macaroni and Cheese,ffbd88,255,189,136,26.7,100%,76.70%
Magenta,ff00ff,255,0,255,300,100%,50%
Magic mint,aaf0d1,170,240,209,153.4,70%,80.40%
Magnolia,f8f4ff,248,244,255,261.8,100%,97.80%
Mahogany,c04000,192,64,0,20,100%,37.60%
Maize,fbec5d,251,236,93,54.3,95.20%,67.50%
Majorelle Blue,6050dc,96,80,220,246.9,66.70%,58.80%
Malachite,0bda51,11,218,81,140.3,90.40%,44.90%
Manatee,979aaa,151,154,170,230.5,10.10%,62.90%
Mango Tango,ff8243,255,130,67,20.1,100%,63.10%
Mantis,74c365,116,195,101,110.4,43.90%,58%
Maroon,800000,128,0,0,0,100%,25.10%
Mauve,e0b0ff,224,176,255,276.5,100%,84.50%
Mauve taupe,915f6d,145,95,109,343.2,20.80%,47.10%
Mauvelous,ef98aa,239,152,170,347.6,73.10%,76.70%
Maya blue,73c2fb,115,194,251,205.1,94.40%,71.80%
Meat brown,e5b73b,229,183,59,43.8,76.60%,56.50%
Medium Persian blue,0067a5,0,103,165,202.5,100%,32.40%
Medium aquamarine,66ddaa,102,221,170,154.3,63.60%,63.30%
Medium blue,0000cd,0,0,205,240,100%,40.20%
Medium candy apple red,e2062c,226,6,44,349.6,94.80%,45.50%
Medium carmine,af4035,175,64,53,5.4,53.50%,44.70%
Medium champagne,f3e5ab,243,229,171,48.3,75%,81.20%
Medium electric blue,35096,3,80,150,208.6,96.10%,30%
Medium jungle green,1c352d,28,53,45,160.8,30.90%,15.90%
Medium lavender magenta,dda0dd,221,160,221,300,47.30%,74.70%
Medium orchid,ba55d3,186,85,211,288.1,58.90%,58%
Medium purple,9370db,147,112,219,259.6,59.80%,64.90%
Medium red violet,bb3385,187,51,133,323.8,57.10%,46.70%
Medium sea green,3cb371,60,179,113,146.7,49.80%,46.90%
Medium slate blue,7b68ee,123,104,238,248.5,79.80%,67.10%
Medium spring bud,c9dc87,201,220,135,73.4,54.80%,69.60%
Medium spring green,00fa9a,0,250,154,157,100%,49%
Medium taupe,674c47,103,76,71,9.4,18.40%,34.10%
Medium teal blue,0054b4,0,84,180,212,100%,35.30%
Medium turquoise,48d1cc,72,209,204,177.8,59.80%,55.10%
Medium violet red,c71585,199,21,133,322.2,80.90%,43.10%
Melon,fdbcb4,253,188,180,6.6,94.80%,84.90%
Midnight blue,191970,25,25,112,240,63.50%,26.90%
Midnight green,4953,0,73,83,187.2,100%,16.30%
Mikado yellow,ffc40c,255,196,12,45.4,100%,52.40%
Mint,3eb489,62,180,137,158.1,48.80%,47.50%
Mint cream,f5fffa,245,255,250,150,100%,98%
Mint green,98ff98,152,255,152,120,100%,79.80%
Misty rose,ffe4e1,255,228,225,6,100%,94.10%
Moccasin,faebd7,250,235,215,34.3,77.80%,91.20%
Mode beige,967117,150,113,23,42.5,73.40%,33.90%
Moonstone blue,73a9c2,115,169,194,199,39.30%,60.60%
Mordant red 19,ae0c00,174,12,0,4.1,100%,34.10%
Moss green,addfad,173,223,173,120,43.90%,77.60%
Mountain Meadow,30ba8f,48,186,143,161.3,59%,45.90%
Mountbatten pink,997a8d,153,122,141,323.2,13.20%,53.90%
Mulberry,c54b8c,197,75,140,328,51.30%,53.30%
Munsell,f2f3f4,242,243,244,210,8.30%,95.30%
Mustard,ffdb58,255,219,88,47.1,100%,67.30%
Myrtle,21421e,33,66,30,115,37.50%,18.80%
Nadeshiko pink,f6adc6,246,173,198,339.5,80.20%,82.20%
Napier green,2a8000,42,128,0,100.3,100%,25.10%
Naples yellow,fada5e,250,218,94,47.7,94%,67.50%
Navajo white,ffdead,255,222,173,35.9,100%,83.90%
Navy blue,80,0,0,128,240,100%,25.10%
Neon Carrot,ffa343,255,163,67,30.6,100%,63.10%
Neon fuchsia,fe59c2,254,89,194,321.8,98.80%,67.30%
Neon green,39ff14,57,255,20,110.6,100%,53.90%
Non-photo blue,a4dded,164,221,237,193.2,67%,78.60%
North Texas Green,59033,5,144,51,139.9,93.30%,29.20%
Ocean Boat Blue,0077be,0,119,190,202.4,100%,37.30%
Ochre,cc7722,204,119,34,30,71.40%,46.70%
Office green,8000,0,128,0,120,100%,25.10%
Old gold,cfb53b,207,181,59,49.5,60.70%,52.20%
Old lace,fdf5e6,253,245,230,39.1,85.20%,94.70%
Old lavender,796878,121,104,120,303.5,7.60%,44.10%
Old mauve,673147,103,49,71,335.6,35.50%,29.80%
Old rose,c08081,192,128,129,359.1,33.70%,62.70%
Olive,808000,128,128,0,60,100%,25.10%
Olive Drab,6b8e23,107,142,35,79.6,60.50%,34.70%
Olive Green,bab86c,186,184,108,58.5,36.10%,57.60%
Olivine,9ab973,154,185,115,86.6,33.30%,58.80%
Onyx,0f0f0f,15,15,15,0,0%,5.90%
